Time,DriverNumber,LapTime,LapNumber,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,SpeedI1,SpeedI2,SpeedFL,SpeedST,Compound,TyreLife
0 days 01:17:06.241000,31,0 days 00:01:06.270000,21,"","",0 days 00:00:16.841000,0 days 00:00:29.222000,0 days 00:00:20.207000,309.0,244.0,282.0,310.0,medium,9.0
0 days 01:18:28.851000,31,0 days 00:01:22.610000,22,"",0 days 01:41:48.211000,0 days 00:00:18.045000,0 days 00:00:35.048000,0 days 00:00:29.517000,282.0,233.0,282.0,199.0,medium,10.0
0 days 00:12:23.578000,26,"",1,0 days 00:10:46.258000,0 days 00:12:20.110000,"",0 days 00:00:40.245000,0 days 00:00:33.516000,248.0,166.0,"",244.0,medium,1.0
0 days 00:37:49.176000,26,"",2,0 days 00:36:28.829000,"","",0 days 00:00:35.662000,0 days 00:00:24.682000,241.0,203.0,258.0,290.0,intermediate,1.0
0 days 00:39:07.800000,26,0 days 00:01:18.624000,3,"",0 days 00:39:04.346000,0 days 00:00:17.980000,0 days 00:00:31.873000,0 days 00:00:28.771000,302.0,218.0,"",303.0,intermediate,2.0
0 days 00:49:42.655000,26,"",4,0 days 00:48:26.027000,"","",0 days 00:00:34.246000,0 days 00:00:22.740000,211.0,225.0,278.0,292.0,medium,2.0
0 days 00:50:51.827000,26,0 days 00:01:09.172000,5,"","",0 days 00:00:16.890000,0 days 00:00:29.880000,0 days 00:00:22.402000,308.0,224.0,274.0,311.0,medium,3.0
0 days 00:52:24.586000,26,0 days 00:01:32.759000,6,"",0 days 00:52:21.228000,0 days 00:00:21.651000,0 days 00:00:38.982000,0 days 00:00:32.126000,157.0,187.0,"",194.0,medium,4.0
0 days 00:58:15.899000,26,"",7,0 days 00:57:01.873000,"","",0 days 00:00:32.776000,0 days 00:00:23.262000,286.0,224.0,278.0,285.0,medium,5.0
0 days 00:59:23.801000,26,0 days 00:01:07.902000,8,"","",0 days 00:00:17.088000,0 days 00:00:29.855000,0 days 00:00:20.959000,306.0,240.0,278.0,307.0,medium,6.0
0 days 01:00:49.434000,26,0 days 00:01:25.633000,9,"","",0 days 00:00:19.400000,0 days 00:00:38.936000,0 days 00:00:27.297000,273.0,191.0,282.0,226.0,medium,7.0
0 days 01:01:56.473000,26,0 days 00:01:07.039000,10,"","",0 days 00:00:16.772000,0 days 00:00:29.689000,0 days 00:00:20.578000,310.0,236.0,282.0,310.0,medium,8.0
0 days 01:03:22.861000,26,0 days 00:01:26.388000,11,"","",0 days 00:00:19.835000,0 days 00:00:40.563000,0 days 00:00:25.990000,277.0,202.0,277.0,247.0,medium,9.0
0 days 01:04:30.215000,26,0 days 00:01:07.354000,12,"","",0 days 00:00:17.008000,0 days 00:00:29.669000,0 days 00:00:20.677000,304.0,234.0,282.0,307.0,medium,10.0
0 days 01:05:49.031000,26,0 days 00:01:18.816000,13,"",0 days 01:05:45.591000,0 days 00:00:19.029000,0 days 00:00:34.331000,0 days 00:00:25.456000,281.0,218.0,"",267.0,medium,11.0
0 days 01:36:33.743000,26,"",14,0 days 01:35:19.360000,"","",0 days 00:00:33.075000,0 days 00:00:22.816000,284.0,224.0,278.0,277.0,medium,1.0
0 days 01:37:40.686000,26,0 days 00:01:06.943000,15,"","",0 days 00:00:16.911000,0 days 00:00:29.528000,0 days 00:00:20.504000,305.0,243.0,281.0,308.0,medium,2.0
0 days 01:39:04.601000,26,0 days 00:01:23.915000,16,"","",0 days 00:00:19.691000,0 days 00:00:39.786000,0 days 00:00:24.438000,264.0,148.0,280.0,281.0,medium,3.0
0 days 01:40:14.533000,26,0 days 00:01:09.932000,17,"","",0 days 00:00:16.699000,0 days 00:00:29.473000,0 days 00:00:23.760000,308.0,232.0,225.0,310.0,medium,4.0
0 days 01:41:48.211000,26,"",18,"",0 days 01:41:48.211000,0 days 00:00:22.557000,0 days 00:00:36.419000,0 days 00:00:23.760000,257.0,163.0,225.0,241.0,medium,5.0
0 days 00:11:37.886000,23,"",1,0 days 00:10:08.195000,0 days 00:11:33.808000,"",0 days 00:00:37.096000,0 days 00:00:30.791000,259.0,199.0,"",230.0,hard,1.0
0 days 00:39:36.387000,23,"",2,0 days 00:38:09.075000,"","",0 days 00:00:39.690000,0 days 00:00:26.918000,262.0,192.0,250.0,232.0,intermediate,1.0
0 days 00:41:04.023000,23,0 days 00:01:27.636000,3,"",0 days 00:41:00.512000,0 days 00:00:19.589000,0 days 00:00:37.541000,0 days 00:00:30.506000,252.0,197.0,"",254.0,intermediate,2.0
0 days 00:48:28.324000,23,"",4,0 days 00:47:10.979000,"","",0 days 00:00:34.331000,0 days 00:00:23.569000,291.0,213.0,270.0,284.0,hard,2.0
0 days 00:49:38.274000,23,0 days 00:01:09.950000,5,"","",0 days 00:00:17.468000,0 days 00:00:30.808000,0 days 00:00:21.674000,303.0,224.0,275.0,302.0,hard,3.0
0 days 00:50:47.094000,23,0 days 00:01:08.820000,6,"","",0 days 00:00:17.222000,0 days 00:00:30.183000,0 days 00:00:21.415000,308.0,231.0,280.0,306.0,hard,4.0
0 days 00:51:55.082000,23,0 days 00:01:07.988000,7,"","",0 days 00:00:16.853000,0 days 00:00:30.096000,0 days 00:00:21.039000,313.0,233.0,279.0,306.0,hard,5.0
0 days 00:53:17.319000,23,0 days 00:01:22.237000,8,"","",0 days 00:00:16.922000,0 days 00:00:36.460000,0 days 00:00:28.855000,311.0,143.0,274.0,292.0,hard,6.0
0 days 00:54:25.171000,23,0 days 00:01:07.852000,9,"","",0 days 00:00:17.176000,0 days 00:00:29.930000,0 days 00:00:20.746000,306.0,233.0,277.0,296.0,hard,7.0
0 days 00:55:32.626000,23,0 days 00:01:07.455000,10,"","",0 days 00:00:16.908000,0 days 00:00:29.877000,0 days 00:00:20.670000,308.0,230.0,278.0,296.0,hard,8.0
0 days 00:56:55.060000,23,0 days 00:01:22.434000,11,"","",0 days 00:00:21.076000,0 days 00:00:38.661000,0 days 00:00:22.697000,231.0,209.0,275.0,244.0,hard,9.0
0 days 00:58:02.354000,23,0 days 00:01:07.294000,12,"","",0 days 00:00:16.946000,0 days 00:00:29.697000,0 days 00:00:20.651000,304.0,229.0,278.0,296.0,hard,10.0
0 days 00:59:09.508000,23,0 days 00:01:07.154000,13,"","",0 days 00:00:17.092000,0 days 00:00:29.596000,0 days 00:00:20.466000,303.0,233.0,282.0,295.0,hard,11.0
0 days 01:00:26.741000,23,0 days 00:01:17.233000,14,"","",0 days 00:00:17.496000,0 days 00:00:35.265000,0 days 00:00:24.472000,247.0,197.0,279.0,287.0,hard,12.0
0 days 01:01:33.095000,23,0 days 00:01:06.354000,15,"","",0 days 00:00:16.868000,0 days 00:00:29.344000,0 days 00:00:20.142000,303.0,243.0,279.0,304.0,hard,13.0
0 days 01:02:53.967000,23,0 days 00:01:20.872000,16,"",0 days 01:02:50.568000,0 days 00:00:18.535000,0 days 00:00:36.299000,0 days 00:00:26.038000,262.0,222.0,"",265.0,hard,14.0
0 days 01:20:17.687000,23,"",17,0 days 01:18:56.209000,"","",0 days 00:00:35.287000,0 days 00:00:26.131000,253.0,221.0,280.0,266.0,soft,1.0
0 days 01:21:48.451000,23,0 days 00:01:30.764000,18,"","",0 days 00:00:16.738000,0 days 00:00:47.387000,0 days 00:00:26.639000,304.0,198.0,279.0,157.0,soft,2.0
0 days 01:22:54.152000,23,0 days 00:01:05.701000,19,"","",0 days 00:00:16.781000,0 days 00:00:28.899000,0 days 00:00:20.021000,303.0,247.0,283.0,305.0,soft,3.0
0 days 01:24:26.318000,23,0 days 00:01:32.166000,20,"",0 days 01:24:22.869000,0 days 00:00:22.747000,0 days 00:00:40.156000,0 days 00:00:29.263000,216.0,195.0,"",192.0,soft,4.0
0 days 01:26:20.236000,23,0 days 00:01:53.918000,21,0 days 01:24:52.508000,"",0 days 00:00:47.045000,0 days 00:00:42.185000,0 days 00:00:24.688000,258.0,191.0,279.0,209.0,soft,5.0
0 days 01:27:26.482000,23,0 days 00:01:06.246000,22,"","",0 days 00:00:16.768000,0 days 00:00:29.287000,0 days 00:00:20.191000,305.0,243.0,280.0,307.0,soft,6.0
0 days 01:28:50.034000,23,0 days 00:01:23.552000,23,"","",0 days 00:00:18.607000,0 days 00:00:39.181000,0 days 00:00:25.764000,220.0,180.0,279.0,234.0,soft,7.0
0 days 01:29:56.975000,23,0 days 00:01:06.941000,24,"","",0 days 00:00:16.751000,0 days 00:00:29.947000,0 days 00:00:20.243000,305.0,243.0,279.0,307.0,soft,8.0
0 days 01:31:19.471000,23,0 days 00:01:22.496000,25,"",0 days 01:31:16.090000,0 days 00:00:19.339000,0 days 00:00:36.562000,0 days 00:00:26.595000,248.0,195.0,"",272.0,soft,9.0
0 days 01:38:45.109000,23,"",26,0 days 01:37:27.359000,"","",0 days 00:00:33.839000,0 days 00:00:22.470000,255.0,221.0,271.0,275.0,soft,10.0
0 days 01:39:55.074000,23,0 days 00:01:09.965000,27,"","",0 days 00:00:18.512000,0 days 00:00:30.218000,0 days 00:00:21.235000,303.0,230.0,274.0,306.0,soft,11.0
0 days 01:40:00.832000,23,0 days 00:01:47.379000,28,"","",0 days 00:00:19.268000,0 days 00:00:38.255000,0 days 00:00:49.856000,194.0,187.0,52.0,231.0,soft,12.0
0 days 01:41:48.211000,23,0 days 00:01:47.379000,29,"",0 days 01:41:48.211000,"","",0 days 00:00:49.856000,"","",52.0,"",soft,13.0
0 days 00:11:48.556000,20,"",1,0 days 00:10:13.516000,0 days 00:11:44.991000,"",0 days 00:00:40.315000,0 days 00:00:31.574000,198.0,204.0,"",197.0,hard,1.0
0 days 00:36:12.735000,20,"",2,0 days 00:34:53.732000,"","",0 days 00:00:34.503000,0 days 00:00:25.278000,273.0,212.0,270.0,293.0,intermediate,1.0
0 days 00:37:35.180000,20,0 days 00:01:22.445000,3,"",0 days 00:37:31.652000,0 days 00:00:17.928000,0 days 00:00:31.788000,0 days 00:00:32.729000,302.0,222.0,"",300.0,intermediate,2.0
0 days 00:47:56.518000,20,"",4,0 days 00:46:35.183000,"","",0 days 00:00:34.611000,0 days 00:00:26.368000,249.0,217.0,273.0,293.0,hard,2.0
0 days 00:49:06.955000,20,0 days 00:01:10.437000,5,"","",0 days 00:00:17.460000,0 days 00:00:31.626000,0 days 00:00:21.351000,306.0,233.0,275.0,304.0,hard,3.0
0 days 00:50:15.550000,20,0 days 00:01:08.595000,6,"","",0 days 00:00:17.245000,0 days 00:00:30.315000,0 days 00:00:21.035000,305.0,238.0,273.0,301.0,hard,4.0
0 days 00:51:23.564000,20,0 days 00:01:08.014000,7,"","",0 days 00:00:17.240000,0 days 00:00:30.019000,0 days 00:00:20.755000,303.0,238.0,279.0,302.0,hard,5.0
0 days 00:52:49.286000,20,0 days 00:01:25.722000,8,"","",0 days 00:00:19.015000,0 days 00:00:41.529000,0 days 00:00:25.178000,277.0,76.0,276.0,260.0,hard,6.0
0 days 00:53:57.089000,20,0 days 00:01:07.803000,9,"","",0 days 00:00:17.057000,0 days 00:00:30.024000,0 days 00:00:20.722000,304.0,236.0,276.0,302.0,hard,7.0
0 days 00:55:04.343000,20,0 days 00:01:07.254000,10,"","",0 days 00:00:16.957000,0 days 00:00:29.814000,0 days 00:00:20.483000,305.0,239.0,276.0,304.0,hard,8.0
0 days 00:56:42.583000,20,0 days 00:01:38.240000,11,"","",0 days 00:00:20.516000,0 days 00:00:46.359000,0 days 00:00:31.365000,211.0,86.0,276.0,178.0,hard,9.0
0 days 00:58:00.775000,20,0 days 00:01:18.192000,12,"",0 days 00:57:57.122000,0 days 00:00:17.231000,0 days 00:00:31.893000,0 days 00:00:29.068000,304.0,205.0,"",305.0,hard,10.0
0 days 00:59:57.021000,20,0 days 00:01:56.246000,13,0 days 00:58:29.027000,0 days 00:59:53.561000,0 days 00:00:49.262000,0 days 00:00:38.188000,0 days 00:00:28.796000,198.0,212.0,"",187.0,hard,11.0
0 days 01:15:32.517000,20,"",14,0 days 01:14:16.591000,"","",0 days 00:00:34.369000,0 days 00:00:22.882000,286.0,206.0,277.0,290.0,soft,1.0
0 days 01:16:38.893000,20,0 days 00:01:06.376000,15,"","",0 days 00:00:16.933000,0 days 00:00:29.215000,0 days 00:00:20.228000,304.0,240.0,278.0,304.0,soft,2.0
0 days 01:18:19.407000,20,0 days 00:01:40.514000,16,"","",0 days 00:00:22.358000,0 days 00:00:50.391000,0 days 00:00:27.765000,170.0,131.0,277.0,165.0,soft,3.0
0 days 01:19:25.446000,20,0 days 00:01:06.039000,17,"","",0 days 00:00:16.859000,0 days 00:00:29.086000,0 days 00:00:20.094000,304.0,241.0,279.0,305.0,soft,4.0
0 days 01:21:17.197000,20,0 days 00:01:51.751000,18,"","",0 days 00:00:21.084000,0 days 00:00:48.354000,0 days 00:00:42.313000,257.0,117.0,260.0,170.0,soft,5.0
0 days 01:22:31.665000,20,0 days 00:01:14.468000,19,"","",0 days 00:00:18.207000,0 days 00:00:34.247000,0 days 00:00:22.014000,278.0,215.0,279.0,272.0,soft,6.0
0 days 01:23:37.572000,20,0 days 00:01:05.907000,20,"","",0 days 00:00:16.787000,0 days 00:00:28.894000,0 days 00:00:20.226000,306.0,240.0,278.0,307.0,soft,7.0
0 days 01:25:05.615000,20,0 days 00:01:28.043000,21,"",0 days 01:25:02.118000,0 days 00:00:21.439000,0 days 00:00:37.830000,0 days 00:00:28.774000,199.0,211.0,"",199.0,soft,8.0
0 days 01:33:54.245000,20,"",22,0 days 01:32:37.898000,"","",0 days 00:00:32.658000,0 days 00:00:24.850000,270.0,217.0,265.0,278.0,soft,9.0
0 days 01:35:03.966000,20,0 days 00:01:09.721000,23,"","",0 days 00:00:17.766000,0 days 00:00:30.458000,0 days 00:00:21.497000,290.0,231.0,266.0,291.0,soft,10.0
0 days 01:36:13.601000,20,0 days 00:01:09.635000,24,"","",0 days 00:00:17.771000,0 days 00:00:30.498000,0 days 00:00:21.366000,"",231.0,267.0,291.0,soft,11.0
0 days 01:37:23.425000,20,0 days 00:01:09.824000,25,"","",0 days 00:00:17.702000,0 days 00:00:30.689000,0 days 00:00:21.433000,293.0,227.0,263.0,293.0,soft,12.0
0 days 01:39:17.623000,20,0 days 00:01:54.198000,26,"","",0 days 00:00:24.269000,0 days 00:00:57.781000,0 days 00:00:32.148000,139.0,105.0,238.0,124.0,soft,13.0
0 days 01:41:08.206000,20,0 days 00:01:50.583000,27,"",0 days 01:41:48.211000,0 days 00:00:24.801000,0 days 00:00:48.387000,0 days 00:00:37.395000,154.0,162.0,238.0,137.0,soft,14.0
0 days 00:13:32.055000,18,"",1,0 days 00:12:07.342000,0 days 00:13:28.526000,"",0 days 00:00:33.664000,0 days 00:00:31.354000,280.0,197.0,"",293.0,soft,1.0
0 days 00:37:04.180000,18,"",2,0 days 00:35:47.623000,"","",0 days 00:00:33.854000,0 days 00:00:23.798000,275.0,214.0,272.0,292.0,intermediate,1.0
0 days 00:38:26.131000,18,0 days 00:01:21.951000,3,"",0 days 00:38:22.665000,0 days 00:00:17.762000,0 days 00:00:33.693000,0 days 00:00:30.496000,294.0,203.0,"",300.0,intermediate,2.0
0 days 00:47:53.743000,18,"",4,0 days 00:46:30.922000,"","",0 days 00:00:38.485000,0 days 00:00:25.012000,271.0,166.0,279.0,274.0,soft,2.0
0 days 00:49:00.435000,18,0 days 00:01:06.692000,5,"","",0 days 00:00:16.754000,0 days 00:00:29.467000,0 days 00:00:20.471000,314.0,241.0,283.0,314.0,soft,3.0
0 days 00:50:32.862000,18,0 days 00:01:32.427000,6,"","",0 days 00:00:21.604000,0 days 00:00:44.929000,0 days 00:00:25.894000,238.0,129.0,280.0,187.0,soft,4.0
0 days 00:51:48.557000,18,0 days 00:01:15.695000,7,"","",0 days 00:00:16.639000,0 days 00:00:32.827000,0 days 00:00:26.229000,303.0,174.0,266.0,309.0,soft,5.0
0 days 00:53:14.331000,18,0 days 00:01:25.774000,8,"","",0 days 00:00:20.054000,0 days 00:00:36.039000,0 days 00:00:29.681000,268.0,197.0,278.0,194.0,soft,6.0
0 days 00:54:20.984000,18,0 days 00:01:06.653000,9,"","",0 days 00:00:16.732000,0 days 00:00:29.469000,0 days 00:00:20.452000,301.0,242.0,282.0,308.0,soft,7.0
0 days 00:55:55.274000,18,0 days 00:01:34.290000,10,"","",0 days 00:00:20.875000,0 days 00:00:41.511000,0 days 00:00:31.904000,204.0,147.0,261.0,216.0,soft,8.0
0 days 00:57:11.074000,18,0 days 00:01:15.800000,11,"","",0 days 00:00:18.056000,0 days 00:00:33.818000,0 days 00:00:23.926000,294.0,217.0,280.0,295.0,soft,9.0
0 days 00:58:17.264000,18,0 days 00:01:06.190000,12,"","",0 days 00:00:16.690000,0 days 00:00:29.306000,0 days 00:00:20.194000,302.0,241.0,286.0,309.0,soft,10.0
0 days 00:59:41.799000,18,0 days 00:01:24.535000,13,"","",0 days 00:00:19.445000,0 days 00:00:35.320000,0 days 00:00:29.770000,232.0,89.0,270.0,287.0,soft,11.0
0 days 01:00:54.962000,18,0 days 00:01:13.163000,14,"","",0 days 00:00:18.372000,0 days 00:00:32.413000,0 days 00:00:22.378000,293.0,225.0,284.0,299.0,soft,12.0
0 days 01:02:01.036000,18,0 days 00:01:06.074000,15,"","",0 days 00:00:16.588000,0 days 00:00:29.330000,0 days 00:00:20.156000,302.0,237.0,283.0,309.0,soft,13.0
0 days 01:03:23.337000,18,0 days 00:01:22.301000,16,"",0 days 01:03:19.971000,0 days 00:00:19.873000,0 days 00:00:33.594000,0 days 00:00:28.834000,247.0,216.0,"",252.0,soft,14.0
0 days 01:15:00.385000,18,"",17,0 days 01:13:45.549000,"","",0 days 00:00:31.985000,0 days 00:00:24.808000,291.0,229.0,283.0,297.0,hard,1.0
0 days 01:16:06.796000,18,0 days 00:01:06.411000,18,"","",0 days 00:00:16.712000,0 days 00:00:29.506000,0 days 00:00:20.193000,304.0,239.0,285.0,310.0,hard,2.0
0 days 01:17:30.320000,18,0 days 00:01:23.524000,19,"","",0 days 00:00:18.552000,0 days 00:00:36.308000,0 days 00:00:28.664000,260.0,202.0,283.0,281.0,hard,3.0
0 days 01:18:47.571000,18,0 days 00:01:17.251000,20,"","",0 days 00:00:17.100000,0 days 00:00:35.239000,0 days 00:00:24.912000,289.0,200.0,269.0,293.0,hard,4.0
0 days 01:20:05.690000,18,0 days 00:01:18.119000,21,"","",0 days 00:00:17.951000,0 days 00:00:35.707000,0 days 00:00:24.461000,296.0,208.0,283.0,242.0,hard,5.0
0 days 01:21:37.088000,18,0 days 00:01:31.398000,22,"",0 days 01:21:33.502000,0 days 00:00:16.729000,0 days 00:00:42.279000,0 days 00:00:32.390000,304.0,169.0,"",72.0,hard,6.0
0 days 01:28:58.407000,18,"",23,0 days 01:27:42.337000,"","",0 days 00:00:34.297000,0 days 00:00:22.885000,269.0,221.0,271.0,275.0,hard,7.0
0 days 01:30:08.108000,18,0 days 00:01:09.701000,24,"","",0 days 00:00:17.900000,0 days 00:00:30.689000,0 days 00:00:21.112000,279.0,234.0,272.0,288.0,hard,8.0
0 days 01:31:17.468000,18,0 days 00:01:09.360000,25,"","",0 days 00:00:17.366000,0 days 00:00:30.766000,0 days 00:00:21.228000,298.0,230.0,272.0,288.0,hard,9.0
0 days 01:32:26.352000,18,0 days 00:01:08.884000,26,"","",0 days 00:00:17.588000,0 days 00:00:30.419000,0 days 00:00:20.877000,291.0,234.0,273.0,293.0,hard,10.0
0 days 01:33:35.680000,18,0 days 00:01:09.328000,27,"","",0 days 00:00:17.453000,0 days 00:00:30.577000,0 days 00:00:21.298000,287.0,229.0,273.0,291.0,hard,11.0
0 days 01:34:44.275000,18,0 days 00:01:08.595000,28,"","",0 days 00:00:17.138000,0 days 00:00:30.387000,0 days 00:00:21.070000,313.0,232.0,273.0,313.0,hard,12.0
0 days 01:35:53.432000,18,0 days 00:01:09.157000,29,"","",0 days 00:00:17.471000,0 days 00:00:30.675000,0 days 00:00:21.011000,288.0,233.0,270.0,293.0,hard,13.0
0 days 01:37:02.402000,18,0 days 00:01:08.970000,30,"","",0 days 00:00:17.587000,0 days 00:00:30.563000,0 days 00:00:20.820000,285.0,233.0,271.0,293.0,hard,14.0
0 days 01:38:11.202000,18,0 days 00:01:08.800000,31,"","",0 days 00:00:17.574000,0 days 00:00:30.394000,0 days 00:00:20.832000,286.0,234.0,271.0,294.0,hard,15.0
0 days 01:39:20.077000,18,0 days 00:01:08.875000,32,"","",0 days 00:00:17.578000,0 days 00:00:30.471000,0 days 00:00:20.826000,"",232.0,272.0,292.0,hard,16.0
0 days 01:40:28.826000,18,0 days 00:01:08.749000,33,"","",0 days 00:00:17.523000,0 days 00:00:30.486000,0 days 00:00:20.740000,288.0,233.0,273.0,295.0,hard,17.0
0 days 01:41:48.211000,18,"",34,"",0 days 01:41:48.211000,0 days 00:00:19.955000,0 days 00:00:36.497000,0 days 00:00:20.740000,177.0,222.0,273.0,199.0,hard,18.0
0 days 00:12:25.586000,16,"",1,0 days 00:10:55.593000,0 days 00:12:21.976000,"",0 days 00:00:36.287000,0 days 00:00:33.833000,268.0,194.0,"",282.0,medium,1.0
0 days 00:34:21.177000,16,"",2,0 days 00:32:56.181000,"","",0 days 00:00:38.383000,0 days 00:00:27.418000,274.0,197.0,265.0,274.0,intermediate,1.0
0 days 00:35:54.155000,16,0 days 00:01:32.978000,3,"",0 days 00:35:50.721000,0 days 00:00:18.316000,0 days 00:00:37.318000,0 days 00:00:37.344000,298.0,191.0,"",221.0,intermediate,2.0
0 days 00:46:50.688000,16,"",4,0 days 00:45:29.206000,"","",0 days 00:00:38.252000,0 days 00:00:24.172000,273.0,213.0,270.0,198.0,medium,2.0
0 days 00:47:59.024000,16,0 days 00:01:08.336000,5,"","",0 days 00:00:17.403000,0 days 00:00:30.073000,0 days 00:00:20.860000,302.0,239.0,279.0,301.0,medium,3.0
0 days 00:49:20.966000,16,0 days 00:01:21.942000,6,"","",0 days 00:00:21.454000,0 days 00:00:36.994000,0 days 00:00:23.494000,204.0,216.0,276.0,235.0,medium,4.0
0 days 00:50:28.172000,16,0 days 00:01:07.206000,7,"","",0 days 00:00:16.908000,0 days 00:00:29.745000,0 days 00:00:20.553000,307.0,244.0,279.0,310.0,medium,5.0
0 days 00:51:45.919000,16,0 days 00:01:17.747000,8,"","",0 days 00:00:17.354000,0 days 00:00:35.398000,0 days 00:00:24.995000,304.0,203.0,276.0,281.0,medium,6.0
0 days 00:52:52.714000,16,0 days 00:01:06.795000,9,"","",0 days 00:00:17.033000,0 days 00:00:29.429000,0 days 00:00:20.333000,305.0,245.0,280.0,306.0,medium,7.0
0 days 00:53:59.268000,16,0 days 00:01:06.554000,10,"","",0 days 00:00:16.826000,0 days 00:00:29.413000,0 days 00:00:20.315000,309.0,246.0,282.0,309.0,medium,8.0
0 days 00:55:28.394000,16,0 days 00:01:29.126000,11,"",0 days 00:55:23.207000,0 days 00:00:17.875000,0 days 00:00:40.220000,0 days 00:00:31.031000,300.0,209.0,"",162.0,medium,9.0
0 days 00:57:33.240000,16,0 days 00:02:04.846000,12,0 days 00:55:58.912000,0 days 00:57:29.877000,0 days 00:00:50.560000,0 days 00:00:41.266000,0 days 00:00:33.020000,238.0,158.0,"",198.0,medium,10.0
0 days 01:10:04.027000,16,"",13,0 days 01:08:43.341000,"","",0 days 00:00:36.111000,0 days 00:00:25.614000,280.0,187.0,276.0,290.0,medium,1.0
0 days 01:11:10.147000,16,0 days 00:01:06.120000,14,"","",0 days 00:00:16.913000,0 days 00:00:29.111000,0 days 00:00:20.096000,301.0,248.0,278.0,302.0,medium,2.0
0 days 01:12:45.558000,16,0 days 00:01:35.411000,15,"","",0 days 00:00:19.091000,0 days 00:00:45.950000,0 days 00:00:30.370000,246.0,161.0,277.0,187.0,medium,3.0
0 days 01:13:52.407000,16,0 days 00:01:06.849000,16,"","",0 days 00:00:17.032000,0 days 00:00:29.389000,0 days 00:00:20.428000,301.0,244.0,277.0,301.0,medium,4.0
0 days 01:15:13.394000,16,0 days 00:01:20.987000,17,"","",0 days 00:00:19.091000,0 days 00:00:37.113000,0 days 00:00:24.783000,261.0,193.0,277.0,267.0,medium,5.0
0 days 01:16:19.709000,16,0 days 00:01:06.315000,18,"","",0 days 00:00:16.954000,0 days 00:00:29.237000,0 days 00:00:20.124000,302.0,246.0,279.0,303.0,medium,6.0
0 days 01:17:25.633000,16,0 days 00:01:05.924000,19,"","",0 days 00:00:16.694000,0 days 00:00:29.218000,0 days 00:00:20.012000,310.0,245.0,281.0,304.0,medium,7.0
0 days 01:18:43.203000,16,0 days 00:01:17.570000,20,"","",0 days 00:00:17.161000,0 days 00:00:34.815000,0 days 00:00:25.594000,303.0,200.0,278.0,266.0,medium,8.0
0 days 01:19:49.345000,16,0 days 00:01:06.142000,21,"","",0 days 00:00:16.819000,0 days 00:00:29.236000,0 days 00:00:20.087000,306.0,244.0,280.0,305.0,medium,9.0
0 days 01:21:21.526000,16,0 days 00:01:32.181000,22,"",0 days 01:21:18.168000,0 days 00:00:16.843000,0 days 00:00:40.801000,0 days 00:00:34.537000,301.0,145.0,"",198.0,medium,10.0
0 days 01:32:36.977000,16,"",23,0 days 01:31:15.400000,0 days 01:32:32.936000,"",0 days 00:00:34.673000,0 days 00:00:27.340000,226.0,220.0,"",282.0,medium,11.0
0 days 01:34:17.662000,16,0 days 00:01:40.685000,24,0 days 01:33:07.279000,"",0 days 00:00:48.024000,0 days 00:00:31.387000,0 days 00:00:21.274000,286.0,231.0,266.0,290.0,medium,12.0
0 days 01:35:27.610000,16,0 days 00:01:09.948000,25,"","",0 days 00:00:17.747000,0 days 00:00:30.957000,0 days 00:00:21.244000,285.0,232.0,266.0,284.0,medium,13.0
0 days 01:36:36.933000,16,0 days 00:01:09.323000,26,"","",0 days 00:00:17.671000,0 days 00:00:30.597000,0 days 00:00:21.055000,286.0,234.0,269.0,285.0,medium,14.0
0 days 01:37:45.586000,16,0 days 00:01:08.653000,27,"","",0 days 00:00:17.444000,0 days 00:00:30.296000,0 days 00:00:20.913000,290.0,234.0,269.0,291.0,medium,15.0
0 days 01:38:54.317000,16,0 days 00:01:08.731000,28,"","",0 days 00:00:17.521000,0 days 00:00:30.491000,0 days 00:00:20.719000,291.0,236.0,269.0,295.0,medium,16.0
0 days 01:40:04.743000,16,0 days 00:01:10.426000,29,"","",0 days 00:00:18.642000,0 days 00:00:30.762000,0 days 00:00:21.022000,289.0,234.0,268.0,293.0,medium,17.0
0 days 01:41:45.477000,16,0 days 00:01:40.734000,30,"","",0 days 00:00:17.636000,0 days 00:00:31.225000,0 days 00:00:51.873000,287.0,178.0,57.0,290.0,medium,18.0
0 days 00:14:10.233000,11,"",1,0 days 00:12:46.253000,0 days 00:14:06.650000,"",0 days 00:00:33.851000,0 days 00:00:32.060000,281.0,220.0,"",292.0,soft,1.0
0 days 00:36:31.524000,11,"",2,0 days 00:35:02.604000,"","",0 days 00:00:42.777000,0 days 00:00:27.491000,254.0,147.0,273.0,212.0,intermediate,1.0
0 days 00:37:50.647000,11,0 days 00:01:19.123000,3,"",0 days 00:37:46.667000,0 days 00:00:17.845000,0 days 00:00:31.480000,0 days 00:00:29.798000,287.0,229.0,"",290.0,intermediate,2.0
0 days 00:43:53.852000,11,"",4,0 days 00:42:34.460000,"","",0 days 00:00:37.104000,0 days 00:00:24.005000,270.0,172.0,278.0,258.0,soft,2.0
0 days 00:45:10.998000,11,0 days 00:01:17.146000,5,"",0 days 00:45:07.080000,0 days 00:00:17.204000,0 days 00:00:29.401000,0 days 00:00:30.541000,297.0,242.0,"",305.0,soft,3.0
0 days 00:55:38.661000,11,"",6,0 days 00:54:20.132000,"","",0 days 00:00:37.073000,0 days 00:00:23.419000,281.0,196.0,281.0,292.0,soft,4.0
